,TI,EN,TI_tokenized,EN_tokenized
1079,ካብቲ ደም መስዋእቲ ሓጢኣት ድማ ኣብ ጎቦ መሰውኢ ይንጸግ፡ ነቲ ዝተረፈ ደም ከኣ ኣብ እግሪ መሰውኢ ይጽመቆ። ንሱ መስዋእቲ ሓጢኣት እዩ።,He shall sprinkle some of the blood of the sin offering on the side of the altar; and the rest of the blood shall be drained out at the base of the altar. It is a sin offering.,"['ካብቲ', 'ደም', 'መስዋእቲ', 'ሓጢኣት', 'ድማ', 'ኣብ', 'ጎቦ', 'መሰውኢ', 'ይንጸግ', 'ነቲ', 'ዝተረፈ', 'ደም', 'ከኣ', 'ኣብ', 'እግሪ', 'መሰውኢ', 'ይጽመቆ', 'ንሱ', 'መስዋእቲ', 'ሓጢኣት', 'እዩ']","['he', 'shall', 'sprinkle', 'some', 'of', 'the', 'blood', 'of', 'the', 'sin', 'offering', 'on', 'the', 'side', 'of', 'the', 'altar', 'and', 'the', 'rest', 'of', 'the', 'blood', 'shall', 'be', 'drained', 'out', 'at', 'the', 'base', 'of', 'the', 'altar', 'it', 'is', 'a', 'sin', 'offering']"
1080,ነታ ኻልአይቲ ኸኣ ከምቲ ስርዓት ዚሐርር መስዋእቲ ይግበራ። እቲ ኻህን ድማ ካብቲ ዝገበሮ ሓጢኣቱ የተዐርቆ፡ ይሕደገሉ ኸኣ።,"He shall offer the second for a burnt offering, according to the ordinance; and the priest shall make atonement for him concerning his sin which he has sinned, and he shall be forgiven.","['ነታ', 'ኻልአይቲ', 'ኸኣ', 'ከምቲ', 'ስርዓት', 'ዚሐርር', 'መስዋእቲ', 'ይግበራ', 'እቲ', 'ኻህን', 'ድማ', 'ካብቲ', 'ዝገበሮ', 'ሓጢኣቱ', 'የተዐርቆ', 'ይሕደገሉ', 'ኸኣ']","['he', 'shall', 'offer', 'the', 'second', 'for', 'a', 'burnt', 'offering', 'according', 'to', 'the', 'ordinance', 'and', 'the', 'priest', 'shall', 'make', 'atonement', 'for', 'him', 'concerning', 'his', 'sin', 'which', 'he', 'has', 'sinned', 'and', 'he', 'shall', 'be', 'forgiven']"
1081,ንኽልተ ባሬቶ ወይ ንኽልተ ጫጩት ርግቢ ዓቅሚ እንተ ዜብሉ ግና፡ ስለ እቲ ዝገበሮ ሓጢኣት ንመስዋእቲ ሓጢኣቱ ዓስራይ ኣፍ ኤፉ ድኹም ሓርጭ የምጽእ። መስዋእቲ ሓጢኣት እዩ እሞ፡ ዘይቲ ኣይኽዐወሉ። ዕጣን ከኣ ኣይግበረሉ።,"""''But if he can''t afford two turtledoves, or two young pigeons, then he shall bring his offering for that in which he has sinned, the tenth part of an ephah of fine flour for a sin offering. He shall put no oil on it, neither shall he put any frankincense on it, for it is a sin offering.","['ንኽልተ', 'ባሬቶ', 'ወይ', 'ንኽልተ', 'ጫጩት', 'ርግቢ', 'ዓቅሚ', 'እንተ', 'ዜብሉ', 'ግና', 'ስለ', 'እቲ', 'ዝገበሮ', 'ሓጢኣት', 'ንመስዋእቲ', 'ሓጢኣቱ', 'ዓስራይ', 'ኣፍ', 'ኤፉ', 'ድኹም', 'ሓርጭ', 'የምጽእ', 'መስዋእቲ', 'ሓጢኣት', 'እዩ', 'እሞ', 'ዘይቲ', 'ኣይኽዐወሉ', 'ዕጣን', 'ከኣ', 'ኣይግበረሉ']","['""\'\'but', 'if', 'he', ""can''t"", 'afford', 'two', 'turtledoves', 'or', 'two', 'young', 'pigeons', 'then', 'he', 'shall', 'bring', 'his', 'offering', 'for', 'that', 'in', 'which', 'he', 'has', 'sinned', 'the', 'tenth', 'part', 'of', 'an', 'ephah', 'of', 'fine', 'flour', 'for', 'a', 'sin', 'offering', 'he', 'shall', 'put', 'no', 'oil', 'on', 'it', 'neither', 'shall', 'he', 'put', 'any', 'frankincense', 'on', 'it', 'for', 'it', 'is', 'a', 'sin', 'offering']"
1082,ናብቲ ኻህን ድማ የምጽኣዮ፡ እቲ ኻህን ከኣ ካብኡ ንመዘከርታ ኢዱ ምሉእ ወሲዱ፡ ኣብ መሰውኢ፡ ኣብ ልዕሊ እቲ ንእግዚኣብሄር ብሓዊ ዚግበር መስዋእቲ የሕርሮ። ንሱ መስዋእቲ ሓጢኣት እዩ።,"He shall bring it to the priest, and the priest shall take his handful of it as the memorial portion, and burn it on the altar, on the offerings of Yahweh made by fire. It is a sin offering.","['ናብቲ', 'ኻህን', 'ድማ', 'የምጽኣዮ', 'እቲ', 'ኻህን', 'ከኣ', 'ካብኡ', 'ንመዘከርታ', 'ኢዱ', 'ምሉእ', 'ወሲዱ', 'ኣብ', 'መሰውኢ', 'ኣብ', 'ልዕሊ', 'እቲ', 'ንእግዚኣብሄር', 'ብሓዊ', 'ዚግበር', 'መስዋእቲ', 'የሕርሮ', 'ንሱ', 'መስዋእቲ', 'ሓጢኣት', 'እዩ']","['he', 'shall', 'bring', 'it', 'to', 'the', 'priest', 'and', 'the', 'priest', 'shall', 'take', 'his', 'handful', 'of', 'it', 'as', 'the', 'memorial', 'portion', 'and', 'burn', 'it', 'on', 'the', 'altar', 'on', 'the', 'offerings', 'of', 'yahweh', 'made', 'by', 'fire', 'it', 'is', 'a', 'sin', 'offering']"
1083,ብሓደ ኻብዚ ነገርዚ ንዝበደለ እቲ ኻህን የተዐርቆ፡ ይሕደገሉ ኸኣ። እቲ ዝተረፈ ድማ ከምቲ ናይ መስዋእቲ ብልዒ ንኻህናት ይኹን።,"The priest shall make atonement for him concerning his sin that he has sinned in any of these things, and he will be forgiven; and the rest shall be the priest''s, as the meal offering.''""","['ብሓደ', 'ኻብዚ', 'ነገርዚ', 'ንዝበደለ', 'እቲ', 'ኻህን', 'የተዐርቆ', 'ይሕደገሉ', 'ኸኣ', 'እቲ', 'ዝተረፈ', 'ድማ', 'ከምቲ', 'ናይ', 'መስዋእቲ', 'ብልዒ', 'ንኻህናት', 'ይኹን']","['the', 'priest', 'shall', 'make', 'atonement', 'for', 'him', 'concerning', 'his', 'sin', 'that', 'he', 'has', 'sinned', 'in', 'any', 'of', 'these', 'things', 'and', 'he', 'will', 'be', 'forgiven', 'and', 'the', 'rest', 'shall', 'be', 'the', ""priest''s"", 'as', 'the', 'meal', 'offering.\'\'""']"
1084,እግዚኣብሄር ድማ ንሙሴ ኸምዚ ኢሉ ተዛረቦ፥,"Yahweh spoke to Moses, saying,","['እግዚኣብሄር', 'ድማ', 'ንሙሴ', 'ኸምዚ', 'ኢሉ', 'ተዛረቦ']","['yahweh', 'spoke', 'to', 'moses', 'saying']"
1085,ሰብ በደል እንተ በደለ፡ ብገለ እቲ ንእግዚኣብሄር እተቐደሰ ነገር ከይፈለጠ ሓጢኣት እንተ ገበረ፡ ንመስዋእቲ በደሉ ኻብ መጎሰ ኣባጊዕ፡ ከምቲ ብሲቃል መቕደስ ብሲቃላት ብሩር ዝገምገምካሉ፡ ጎደሎ ዜብሉ ድዑል መስዋእቲ በደል ንእግዚኣብሄር የምጽኣሉ።,"""If anyone commits a trespass, and sins unwittingly, in the holy things of Yahweh; then he shall bring his trespass offering to Yahweh, a ram without blemish from the flock, according to your estimation in silver by shekels, after the shekel of the sanctuary, for a trespass offering.","['ሰብ', 'በደል', 'እንተ', 'በደለ', 'ብገለ', 'እቲ', 'ንእግዚኣብሄር', 'እተቐደሰ', 'ነገር', 'ከይፈለጠ', 'ሓጢኣት', 'እንተ', 'ገበረ', 'ንመስዋእቲ', 'በደሉ', 'ኻብ', 'መጎሰ', 'ኣባጊዕ', 'ከምቲ', 'ብሲቃል', 'መቕደስ', 'ብሲቃላት', 'ብሩር', 'ዝገምገምካሉ', 'ጎደሎ', 'ዜብሉ', 'ድዑል', 'መስዋእቲ', 'በደል', 'ንእግዚኣብሄር', 'የምጽኣሉ']","['""if', 'anyone', 'commits', 'a', 'trespass', 'and', 'sins', 'unwittingly', 'in', 'the', 'holy', 'things', 'of', 'yahweh', 'then', 'he', 'shall', 'bring', 'his', 'trespass', 'offering', 'to', 'yahweh', 'a', 'ram', 'without', 'blemish', 'from', 'the', 'flock', 'according', 'to', 'your', 'estimation', 'in', 'silver', 'by', 'shekels', 'after', 'the', 'shekel', 'of', 'the', 'sanctuary', 'for', 'a', 'trespass', 'offering']"
1086,በቲ ኣብቲ ቅዱስ ነገር ዝገበሮ ሓጢኣት ይኽሐስ፡ ሓምሳይ ኣፍ ከኣ ይወስኸሉ፡ ንኻህን ድማ ይሃቦ። እቲ ኻህን ከኣ በቲ ድዑል መስዋእቲ በደል የተዐርቆ፡ ይሕደገሉ ድማ።,"He shall make restitution for that which he has done wrong in the holy thing, and shall add a fifth part to it, and give it to the priest; and the priest shall make atonement for him with the ram of the trespass offering, and he will be forgiven.","['በቲ', 'ኣብቲ', 'ቅዱስ', 'ነገር', 'ዝገበሮ', 'ሓጢኣት', 'ይኽሐስ', 'ሓምሳይ', 'ኣፍ', 'ከኣ', 'ይወስኸሉ', 'ንኻህን', 'ድማ', 'ይሃቦ', 'እቲ', 'ኻህን', 'ከኣ', 'በቲ', 'ድዑል', 'መስዋእቲ', 'በደል', 'የተዐርቆ', 'ይሕደገሉ', 'ድማ']","['he', 'shall', 'make', 'restitution', 'for', 'that', 'which', 'he', 'has', 'done', 'wrong', 'in', 'the', 'holy', 'thing', 'and', 'shall', 'add', 'a', 'fifth', 'part', 'to', 'it', 'and', 'give', 'it', 'to', 'the', 'priest', 'and', 'the', 'priest', 'shall', 'make', 'atonement', 'for', 'him', 'with', 'the', 'ram', 'of', 'the', 'trespass', 'offering', 'and', 'he', 'will', 'be', 'forgiven']"
1087,ሰብ ካብቲ እግዚኣብሄር፥ ኣይትግበርዎ፡ ኢሉ ዝአዘዞ ዂሉ ሓደ ብምግባሩ እንተ ሐጥኤ፡ ከይፈለጠ እኳ ኽነሱ በዳሊ እዩ እሞ፡ በደሉ ይጸውር።,"""If anyone sins, and does any of the things which Yahweh has commanded not to be done; though he didn''t know it, yet he is guilty, and shall bear his iniquity.","['ሰብ', 'ካብቲ', 'እግዚኣብሄር', 'ኣይትግበርዎ', 'ኢሉ', 'ዝአዘዞ', 'ዂሉ', 'ሓደ', 'ብምግባሩ', 'እንተ', 'ሐጥኤ', 'ከይፈለጠ', 'እኳ', 'ኽነሱ', 'በዳሊ', 'እዩ', 'እሞ', 'በደሉ', 'ይጸውር']","['""if', 'anyone', 'sins', 'and', 'does', 'any', 'of', 'the', 'things', 'which', 'yahweh', 'has', 'commanded', 'not', 'to', 'be', 'done', 'though', 'he', ""didn''t"", 'know', 'it', 'yet', 'he', 'is', 'guilty', 'and', 'shall', 'bear', 'his', 'iniquity']"
1088,ንመስዋእቲ በደል ከኣ ከም ገምጋምካ፡ ካብ መጓሰ ኣባጊዕ ጐደሎ ዜብሉ ድዑል ናብ ካህን የምጽእ። ብዛዕባ እቲ ብዘይ ፍልጠት ዝገበሮ ጌጋ እቲ ኻህን የተዐርቆ፡ ይሕደገሉ ኸኣ።,"He shall bring a ram without blemish from of the flock, according to your estimation, for a trespass offering, to the priest; and the priest shall make atonement for him concerning the thing in which he sinned and didn''t know it, and he will be forgiven.","['ንመስዋእቲ', 'በደል', 'ከኣ', 'ከም', 'ገምጋምካ', 'ካብ', 'መጓሰ', 'ኣባጊዕ', 'ጐደሎ', 'ዜብሉ', 'ድዑል', 'ናብ', 'ካህን', 'የምጽእ', 'ብዛዕባ', 'እቲ', 'ብዘይ', 'ፍልጠት', 'ዝገበሮ', 'ጌጋ', 'እቲ', 'ኻህን', 'የተዐርቆ', 'ይሕደገሉ', 'ኸኣ']","['he', 'shall', 'bring', 'a', 'ram', 'without', 'blemish', 'from', 'of', 'the', 'flock', 'according', 'to', 'your', 'estimation', 'for', 'a', 'trespass', 'offering', 'to', 'the', 'priest', 'and', 'the', 'priest', 'shall', 'make', 'atonement', 'for', 'him', 'concerning', 'the', 'thing', 'in', 'which', 'he', 'sinned', 'and', ""didn''t"", 'know', 'it', 'and', 'he', 'will', 'be', 'forgiven']"
1089,ርግጽ ንእግዚኣብሄር በዲሉ እዩ እሞ፡ እዚ መስዋእቲ በደል እዩ።,"It is a trespass offering. He is certainly guilty before Yahweh.""","['ርግጽ', 'ንእግዚኣብሄር', 'በዲሉ', 'እዩ', 'እሞ', 'እዚ', 'መስዋእቲ', 'በደል', 'እዩ']","['it', 'is', 'a', 'trespass', 'offering', 'he', 'is', 'certainly', 'guilty', 'before', 'yahweh.""']"
1090,እግዚኣብሄር ድማ ንሙሴ ኸምዚ ኢሉ ተዛረቦ፥,"Yahweh spoke to Moses, saying,","['እግዚኣብሄር', 'ድማ', 'ንሙሴ', 'ኸምዚ', 'ኢሉ', 'ተዛረቦ']","['yahweh', 'spoke', 'to', 'moses', 'saying']"
1091,ሰብ ንእግዚኣብሄር በደል ብምብዳሉ ሓጢኣት እንተ ገበረ፡ ብጻዩ ዘንበረሉ ሕድሪ ብምጥላሙ፡ ወይ ኣብ ኢዱ ብዘትሓዞ፡ ወይ ገለ ብዝኸተሮ ወይ ብዝዐመጾ፡,"""If anyone sins, and commits a trespass against Yahweh, and deals falsely with his neighbor in a matter of deposit, or of bargain, or of robbery, or has oppressed his neighbor,","['ሰብ', 'ንእግዚኣብሄር', 'በደል', 'ብምብዳሉ', 'ሓጢኣት', 'እንተ', 'ገበረ', 'ብጻዩ', 'ዘንበረሉ', 'ሕድሪ', 'ብምጥላሙ', 'ወይ', 'ኣብ', 'ኢዱ', 'ብዘትሓዞ', 'ወይ', 'ገለ', 'ብዝኸተሮ', 'ወይ', 'ብዝዐመጾ']","['""if', 'anyone', 'sins', 'and', 'commits', 'a', 'trespass', 'against', 'yahweh', 'and', 'deals', 'falsely', 'with', 'his', 'neighbor', 'in', 'a', 'matter', 'of', 'deposit', 'or', 'of', 'bargain', 'or', 'of', 'robbery', 'or', 'has', 'oppressed', 'his', 'neighbor']"
1092,ወይ ገለ ጥፉእ ረኺቡ ኸሎ ኣሉ ኢሉ ብሓሶት ብምምሓሉ፡ ብሓደ ኻብ ዝዀነ ነገር ሰብ ሓጢኣት ብዝገበረሉ፡,"or has found that which was lost, and dealt falsely therein, and swearing to a lie; in any of all these things that a man does, sinning therein;","['ወይ', 'ገለ', 'ጥፉእ', 'ረኺቡ', 'ኸሎ', 'ኣሉ', 'ኢሉ', 'ብሓሶት', 'ብምምሓሉ', 'ብሓደ', 'ኻብ', 'ዝዀነ', 'ነገር', 'ሰብ', 'ሓጢኣት', 'ብዝገበረሉ']","['or', 'has', 'found', 'that', 'which', 'was', 'lost', 'and', 'dealt', 'falsely', 'therein', 'and', 'swearing', 'to', 'a', 'lie', 'in', 'any', 'of', 'all', 'these', 'things', 'that', 'a', 'man', 'does', 'sinning', 'therein']"
1093,ይኸውን ድማ፡ ሓጢኣት ብምግባሩ በዳሊ ምስ ኰነ፡ ንሱ እቲ ኸትሪ ዝኸተሮ፡ ወይ እቲ ዓመጽ ዝዓመጾ፡ ወይ ሕድሪ ዘንበረሉ፡ ወይ ጠፊኡ ዝረኸቦ፡,"then it shall be, if he has sinned, and is guilty, he shall restore that which he took by robbery, or the thing which he has gotten by oppression, or the deposit which was committed to him, or the lost thing which he found,","['ይኸውን', 'ድማ', 'ሓጢኣት', 'ብምግባሩ', 'በዳሊ', 'ምስ', 'ኰነ', 'ንሱ', 'እቲ', 'ኸትሪ', 'ዝኸተሮ', 'ወይ', 'እቲ', 'ዓመጽ', 'ዝዓመጾ', 'ወይ', 'ሕድሪ', 'ዘንበረሉ', 'ወይ', 'ጠፊኡ', 'ዝረኸቦ']","['then', 'it', 'shall', 'be', 'if', 'he', 'has', 'sinned', 'and', 'is', 'guilty', 'he', 'shall', 'restore', 'that', 'which', 'he', 'took', 'by', 'robbery', 'or', 'the', 'thing', 'which', 'he', 'has', 'gotten', 'by', 'oppression', 'or', 'the', 'deposit', 'which', 'was', 'committed', 'to', 'him', 'or', 'the', 'lost', 'thing', 'which', 'he', 'found']"
1094,ወይ ብዝዀነ ነገር ሐስዩ ዝመሐለሉ ይምለሶ፡ ብምሉኡ ይምለሶ፡ ኣብ ልዕሊኡ ኸኣ ሕምሻኡ ይወስኸሉ። በታ መስዋእቲ በደሉ ዜቕርበላ መዓልቲ ነቲ ዋናኡ ይምለሰሉ።,"or any thing about which he has sworn falsely; he shall restore it even in full, and shall add a fifth part more to it. To him to whom it belongs he shall give it, in the day of his being found guilty.","['ወይ', 'ብዝዀነ', 'ነገር', 'ሐስዩ', 'ዝመሐለሉ', 'ይምለሶ', 'ብምሉኡ', 'ይምለሶ', 'ኣብ', 'ልዕሊኡ', 'ኸኣ', 'ሕምሻኡ', 'ይወስኸሉ', 'በታ', 'መስዋእቲ', 'በደሉ', 'ዜቕርበላ', 'መዓልቲ', 'ነቲ', 'ዋናኡ', 'ይምለሰሉ']","['or', 'any', 'thing', 'about', 'which', 'he', 'has', 'sworn', 'falsely', 'he', 'shall', 'restore', 'it', 'even', 'in', 'full', 'and', 'shall', 'add', 'a', 'fifth', 'part', 'more', 'to', 'it', 'to', 'him', 'to', 'whom', 'it', 'belongs', 'he', 'shall', 'give', 'it', 'in', 'the', 'day', 'of', 'his', 'being', 'found', 'guilty']"
1095,ንመስዋእቲ በደል ድማ ካብ መጓሰ ኣባጊዕ፡ ከም ገምጋምካ፡ ጐደሎ ዜብሉ ድዑል መስዋእቲ በደሉ ንእግዚኣብሄር፡ ናብ ካህን የምጽእ።,"He shall bring his trespass offering to Yahweh, a ram without blemish from the flock, according to your estimation, for a trespass offering, to the priest.","['ንመስዋእቲ', 'በደል', 'ድማ', 'ካብ', 'መጓሰ', 'ኣባጊዕ', 'ከም', 'ገምጋምካ', 'ጐደሎ', 'ዜብሉ', 'ድዑል', 'መስዋእቲ', 'በደሉ', 'ንእግዚኣብሄር', 'ናብ', 'ካህን', 'የምጽእ']","['he', 'shall', 'bring', 'his', 'trespass', 'offering', 'to', 'yahweh', 'a', 'ram', 'without', 'blemish', 'from', 'the', 'flock', 'according', 'to', 'your', 'estimation', 'for', 'a', 'trespass', 'offering', 'to', 'the', 'priest']"
1096,እቲ ኻህን ከኣ ኣብ ቅድሚ እግዚኣብሄር የተዐርቆ፡ ካብ ዝዀነ ዝገበሮ ድማ ብእኡ በዳሊ ዝዀነ፡ ኪሕደገሉ እዩ።,"The priest shall make atonement for him before Yahweh, and he will be forgiven concerning whatever he does to become guilty.""","['እቲ', 'ኻህን', 'ከኣ', 'ኣብ', 'ቅድሚ', 'እግዚኣብሄር', 'የተዐርቆ', 'ካብ', 'ዝዀነ', 'ዝገበሮ', 'ድማ', 'ብእኡ', 'በዳሊ', 'ዝዀነ', 'ኪሕደገሉ', 'እዩ']","['the', 'priest', 'shall', 'make', 'atonement', 'for', 'him', 'before', 'yahweh', 'and', 'he', 'will', 'be', 'forgiven', 'concerning', 'whatever', 'he', 'does', 'to', 'become', 'guilty.""']"
1097,እግዚኣብሄር ድማ ንሙሴ ኸምዚ ኢሉ ተዛረቦ፥,"Yahweh spoke to Moses, saying,","['እግዚኣብሄር', 'ድማ', 'ንሙሴ', 'ኸምዚ', 'ኢሉ', 'ተዛረቦ']","['yahweh', 'spoke', 'to', 'moses', 'saying']"
1098,ንኣሮንን ንደቁን ከምዚ ኢልካ ኣዝዞም፡ ሕጊ እቲ ዚሐርር መስዋእቲ እዚ እዩ፡ እቲ ዚሐርር መስዋእቲ ኣብ ልዕሊ እቲ ኣብ መሰውኢ ዚነድድ ዕጨይቲ ምሉእ ለይቲ ኽሳዕ ዚወግሕ ይነበር፡ እቲ ሓዊ መሰውኢ ኸኣ ይንደድ።,"""Command Aaron and his sons, saying, ''This is the law of the burnt offering: the burnt offering shall be on the hearth on the altar all night until the morning; and the fire of the altar shall be kept burning on it.","['ንኣሮንን', 'ንደቁን', 'ከምዚ', 'ኢልካ', 'ኣዝዞም', 'ሕጊ', 'እቲ', 'ዚሐርር', 'መስዋእቲ', 'እዚ', 'እዩ', 'እቲ', 'ዚሐርር', 'መስዋእቲ', 'ኣብ', 'ልዕሊ', 'እቲ', 'ኣብ', 'መሰውኢ', 'ዚነድድ', 'ዕጨይቲ', 'ምሉእ', 'ለይቲ', 'ኽሳዕ', 'ዚወግሕ', 'ይነበር', 'እቲ', 'ሓዊ', 'መሰውኢ', 'ኸኣ', 'ይንደድ']","['""command', 'aaron', 'and', 'his', 'sons', 'saying', ""''this"", 'is', 'the', 'law', 'of', 'the', 'burnt', 'offering', 'the', 'burnt', 'offering', 'shall', 'be', 'on', 'the', 'hearth', 'on', 'the', 'altar', 'all', 'night', 'until', 'the', 'morning', 'and', 'the', 'fire', 'of', 'the', 'altar', 'shall', 'be', 'kept', 'burning', 'on', 'it']"
1099,እቲ ኻህን ቀምሽ ልሕጺ እንጣጢዕ ይከደን፡ ኣብ ስጋኡ ድማ ስረ ልሕጺ እንጣጢዕ ይግበር። ነቲ ሓመዂስቲ ናይቲ ዚሐርር መስዋእቲ ኣብ መሰውኢ ሓዊ ዝበልዖ፡ ሓፊሱ፡ ኣብ ጎቦ መሰውኢ ይግበሮ።,"The priest shall put on his linen garment, and he shall put on his linen breeches upon his body; and he shall remove the ashes from where the fire has consumed the burnt offering on the altar, and he shall put them beside the altar.","['እቲ', 'ኻህን', 'ቀምሽ', 'ልሕጺ', 'እንጣጢዕ', 'ይከደን', 'ኣብ', 'ስጋኡ', 'ድማ', 'ስረ', 'ልሕጺ', 'እንጣጢዕ', 'ይግበር', 'ነቲ', 'ሓመዂስቲ', 'ናይቲ', 'ዚሐርር', 'መስዋእቲ', 'ኣብ', 'መሰውኢ', 'ሓዊ', 'ዝበልዖ', 'ሓፊሱ', 'ኣብ', 'ጎቦ', 'መሰውኢ', 'ይግበሮ']","['the', 'priest', 'shall', 'put', 'on', 'his', 'linen', 'garment', 'and', 'he', 'shall', 'put', 'on', 'his', 'linen', 'breeches', 'upon', 'his', 'body', 'and', 'he', 'shall', 'remove', 'the', 'ashes', 'from', 'where', 'the', 'fire', 'has', 'consumed', 'the', 'burnt', 'offering', 'on', 'the', 'altar', 'and', 'he', 'shall', 'put', 'them', 'beside', 'the', 'altar']"
1100,ደሓር ክዳውንቱ የውጽእ፡ ካልእ ክዳውንቲ ድማ ይከደን፡ ነቲ ሓመዂስቲ ኸኣ ካብቲ ሰፈር ኣብ ጽሩይ ቦታ የውጽኣዮ።,"He shall take off his garments, and put on other garments, and carry the ashes outside the camp to a clean place.","['ደሓር', 'ክዳውንቱ', 'የውጽእ', 'ካልእ', 'ክዳውንቲ', 'ድማ', 'ይከደን', 'ነቲ', 'ሓመዂስቲ', 'ኸኣ', 'ካብቲ', 'ሰፈር', 'ኣብ', 'ጽሩይ', 'ቦታ', 'የውጽኣዮ']","['he', 'shall', 'take', 'off', 'his', 'garments', 'and', 'put', 'on', 'other', 'garments', 'and', 'carry', 'the', 'ashes', 'outside', 'the', 'camp', 'to', 'a', 'clean', 'place']"
