,EN,TI,TI_tokenized,EN_tokenized
157,I would like to see my Father,ኣነ ናተይ ኣቦይ ክሪኦ ደልየ,"['ኣነ', 'ናተይ', 'ኣቦይ', 'ክሪኦ', 'ደልየ']","['i', 'would', 'like', 'to', 'see', 'my', 'father']"
158,I would like to see my Daughter,ኣነ ናተይ ጓለይ ክሪኦ ደልየ,"['ኣነ', 'ናተይ', 'ጓለይ', 'ክሪኦ', 'ደልየ']","['i', 'would', 'like', 'to', 'see', 'my', 'daughter']"
159,I would like to see my Son,ኣነ ናተይ ወደይ ክሪኦ ደልየ,"['ኣነ', 'ናተይ', 'ወደይ', 'ክሪኦ', 'ደልየ']","['i', 'would', 'like', 'to', 'see', 'my', 'son']"
160,I have a bed,ኣነ ዓራት ኣለኒ,"['ኣነ', 'ዓራት', 'ኣለኒ']","['i', 'have', 'a', 'bed']"
161,I have a pillow,ኣነ መተርኣስ ኣለኒ,"['ኣነ', 'መተርኣስ', 'ኣለኒ']","['i', 'have', 'a', 'pillow']"
162,I have a blanket,ኣነ ኮቦርታ ኣለኒ,"['ኣነ', 'ኮቦርታ', 'ኣለኒ']","['i', 'have', 'a', 'blanket']"
163,I have a sleeping bag,ኣነ ስሊምባክ ኣለኒ,"['ኣነ', 'ስሊምባክ', 'ኣለኒ']","['i', 'have', 'a', 'sleeping', 'bag']"
164,I have a sheet,ኣነ ኣንሶላ ኣለኒ,"['ኣነ', 'ኣንሶላ', 'ኣለኒ']","['i', 'have', 'a', 'sheet']"
165,I have a bed linen,ኣነ ሊኖ መንጸፍ ኣራት ኣለኒ,"['ኣነ', 'ሊኖ', 'መንጸፍ', 'ኣራት', 'ኣለኒ']","['i', 'have', 'a', 'bed', 'linen']"
166,I have a toilet paper,ኣነ ሽንቲ ቤት ሶፍቲ ኣለኒ,"['ኣነ', 'ሽንቲ', 'ቤት', 'ሶፍቲ', 'ኣለኒ']","['i', 'have', 'a', 'toilet', 'paper']"
167,I have a toothbrush,ኣነ መጽረዪ ሰኒ ኣለኒ,"['ኣነ', 'መጽረዪ', 'ሰኒ', 'ኣለኒ']","['i', 'have', 'a', 'toothbrush']"
168,I have a toothpaste,ኣነ ክሬም መጽረዪ ሰኒ ኣለኒ,"['ኣነ', 'ክሬም', 'መጽረዪ', 'ሰኒ', 'ኣለኒ']","['i', 'have', 'a', 'toothpaste']"
169,I have a soap,ኣነ ሳሙና ኣለኒ,"['ኣነ', 'ሳሙና', 'ኣለኒ']","['i', 'have', 'a', 'soap']"
170,I have a shampoo,ኣነ ሻምፖ ኣለኒ,"['ኣነ', 'ሻምፖ', 'ኣለኒ']","['i', 'have', 'a', 'shampoo']"
171,I do not have a Lawyer,ኣነ ጠበቓ የብለይን,"['ኣነ', 'ጠበቓ', 'የብለይን']","['i', 'do', 'not', 'have', 'a', 'lawyer']"
172,I do not have a Counselor,ኣነ ኣማኻሪ የብለይን,"['ኣነ', 'ኣማኻሪ', 'የብለይን']","['i', 'do', 'not', 'have', 'a', 'counselor']"
173,I do not have a Doctor,ኣነ ዶክተር የብለይን,"['ኣነ', 'ዶክተር', 'የብለይን']","['i', 'do', 'not', 'have', 'a', 'doctor']"
174,I do not have a Brother,ኣነ ሓወይ የብለይን,"['ኣነ', 'ሓወይ', 'የብለይን']","['i', 'do', 'not', 'have', 'a', 'brother']"
175,I do not have a Sister,ኣነ ሓፍተይ የብለይን,"['ኣነ', 'ሓፍተይ', 'የብለይን']","['i', 'do', 'not', 'have', 'a', 'sister']"
176,I do not have a Wife,ኣነ ሰበይተይ የብለይን,"['ኣነ', 'ሰበይተይ', 'የብለይን']","['i', 'do', 'not', 'have', 'a', 'wife']"
177,I do not have a Husband,ኣነ ሰብኣየይ የብለይን,"['ኣነ', 'ሰብኣየይ', 'የብለይን']","['i', 'do', 'not', 'have', 'a', 'husband']"
178,I do not have a Mother,ኣነ ኣደይ የብለይን,"['ኣነ', 'ኣደይ', 'የብለይን']","['i', 'do', 'not', 'have', 'a', 'mother']"
179,I do not have a Father,ኣነ ኣቦይ የብለይን,"['ኣነ', 'ኣቦይ', 'የብለይን']","['i', 'do', 'not', 'have', 'a', 'father']"
180,I do not have a Daughter,ኣነ ጓለይ የብለይን,"['ኣነ', 'ጓለይ', 'የብለይን']","['i', 'do', 'not', 'have', 'a', 'daughter']"
181,I do not have a Son,ኣነ ወደይ የብለይን,"['ኣነ', 'ወደይ', 'የብለይን']","['i', 'do', 'not', 'have', 'a', 'son']"
182,I will have a water,ኣነ ማይ ክህልወኒ እዩ,"['ኣነ', 'ማይ', 'ክህልወኒ', 'እዩ']","['i', 'will', 'have', 'a', 'water']"
183,I will have a lemonade,ኣነ ጽማቝ ለሚን ክህልወኒ እዩ,"['ኣነ', 'ጽማቝ', 'ለሚን', 'ክህልወኒ', 'እዩ']","['i', 'will', 'have', 'a', 'lemonade']"
184,I will have a milk,ኣነ ጸባ ክህልወኒ እዩ,"['ኣነ', 'ጸባ', 'ክህልወኒ', 'እዩ']","['i', 'will', 'have', 'a', 'milk']"
185,I will have a coffee,ኣነ ቡን ክህልወኒ እዩ,"['ኣነ', 'ቡን', 'ክህልወኒ', 'እዩ']","['i', 'will', 'have', 'a', 'coffee']"
186,I will have a beer,ኣነ ቢራ ክህልወኒ እዩ,"['ኣነ', 'ቢራ', 'ክህልወኒ', 'እዩ']","['i', 'will', 'have', 'a', 'beer']"
187,I will have a wine,ኣነ ነቢት ክህልወኒ እዩ,"['ኣነ', 'ነቢት', 'ክህልወኒ', 'እዩ']","['i', 'will', 'have', 'a', 'wine']"
188,Food,ምግቢ,['ምግቢ'],['food']
189,Breakfast,ቁርሲ,['ቁርሲ'],['breakfast']
190,Lunch,ምሳሕ,['ምሳሕ'],['lunch']
191,Dinner,ድራር,['ድራር'],['dinner']
192,pork,ስጋ ሓሰማ,"['ስጋ', 'ሓሰማ']",['pork']
193,beef,ስጋ ከብቲ,"['ስጋ', 'ከብቲ']",['beef']
194,poultry,ደርሆ,['ደርሆ'],['poultry']
195,chicken,ደርሆ,['ደርሆ'],['chicken']
196,fish,ዓሳ,['ዓሳ'],['fish']
197,fruit,ፍሩታ,['ፍሩታ'],['fruit']
198,apple,ቱፋሕ,['ቱፋሕ'],['apple']
199,pear,ፐሮን,['ፐሮን'],['pear']
200,cherry,ቸሪ,['ቸሪ'],['cherry']
201,orange,ኣራንሺ,['ኣራንሺ'],['orange']
202,grapefruit,ናርገ,['ናርገ'],['grapefruit']
203,peach,ኩኽ,['ኩኽ'],['peach']
204,apricot,ሚሽሚሽ,['ሚሽሚሽ'],['apricot']
205,nectarine,ነክታሪን (ዓይነት ኩኽ),"['ነክታሪን', '(ዓይነት', 'ኩኽ)']",['nectarine']
206,turnip,ቀይሕ ሱር,"['ቀይሕ', 'ሱር']",['turnip']
207,rice,ሩዝ,['ሩዝ'],['rice']
208,pasta,ፓስታ,['ፓስታ'],['pasta']
209,soup,መረቕ,['መረቕ'],['soup']
210,water,ማይ,['ማይ'],['water']
211,lemonade,ጽማቝ ለሚን,"['ጽማቝ', 'ለሚን']",['lemonade']
212,milk,ጸባ,['ጸባ'],['milk']
213,coffee,ቡን,['ቡን'],['coffee']
214,beer,ቢራ,['ቢራ'],['beer']
215,wine,ነቢት,['ነቢት'],['wine']
216,to pray,ጸለየ,['ጸለየ'],"['to', 'pray']"
217,fever,ረስኒ,['ረስኒ'],['fever']
218,feverish,ርሱን,['ርሱን'],['feverish']
219,sore throat,ሓናት,['ሓናት'],"['sore', 'throat']"
220,cough,ሰዓል,['ሰዓል'],['cough']
221,cold,ዛሕሊ,['ዛሕሊ'],['cold']
222,shirt,ካምታ,['ካምታ'],['shirt']
223,blouse,ካምታ,['ካምታ'],['blouse']
224,T-shirt,ማልያ,['ማልያ'],['t-shirt']
225,Dress,ቀምሸ,['ቀምሸ'],['dress']
226,skirt,ጎና,['ጎና'],['skirt']
227,hat,ቆብዕ,['ቆብዕ'],['hat']
228,scarf,ሻርባ,['ሻርባ'],['scarf']
229,bed,ዓራት,['ዓራት'],['bed']
230,pillow,መተርኣስ,['መተርኣስ'],['pillow']
231,blanket,ኮቦርታ,['ኮቦርታ'],['blanket']
232,sleeping bag,ስሊምባክ,['ስሊምባክ'],"['sleeping', 'bag']"
233,sheet,ኣንሶላ,['ኣንሶላ'],['sheet']
234,bed linen,ሊኖ መንጸፍ ኣራት,"['ሊኖ', 'መንጸፍ', 'ኣራት']","['bed', 'linen']"
235,toilet paper,ሽንቲ ቤት ሶፍቲ,"['ሽንቲ', 'ቤት', 'ሶፍቲ']","['toilet', 'paper']"
236,toothbrush,መጽረዪ ሰኒ,"['መጽረዪ', 'ሰኒ']",['toothbrush']
237,toothpaste,ክሬም መጽረዪ ሰኒ,"['ክሬም', 'መጽረዪ', 'ሰኒ']",['toothpaste']
238,soap,ሳሙና,['ሳሙና'],['soap']
239,shampoo,ሻምፖ,['ሻምፖ'],['shampoo']
240,toilet,ሽንቲ ቤት,"['ሽንቲ', 'ቤት']",['toilet']
241,shower,መሕጸብ ነብሲ,"['መሕጸብ', 'ነብሲ']",['shower']
242,Lawyer,ጠበቓ,['ጠበቓ'],['lawyer']
243,Counselor,ኣማኻሪ,['ኣማኻሪ'],['counselor']
244,Doctor,ዶክተር,['ዶክተር'],['doctor']
245,Brother,ሓወይ,['ሓወይ'],['brother']
246,Sister,ሓፍተይ,['ሓፍተይ'],['sister']
247,Wife,ሰበይተይ,['ሰበይተይ'],['wife']
248,Husband,ሰብኣየይ,['ሰብኣየይ'],['husband']
249,Mother,ኣደይ,['ኣደይ'],['mother']
250,Father,ኣቦይ,['ኣቦይ'],['father']
251,Daughter,ጓለይ,['ጓለይ'],['daughter']
252,Son,ወደይ,['ወደይ'],['son']
253,In the beginning God created the heavens and the earth.,ኣምላኽ ብመጀመርታ ሰማይን ምድርን ፈጠረ።,"['ኣምላኽ', 'ብመጀመርታ', 'ሰማይን', 'ምድርን', 'ፈጠረ']","['in', 'the', 'beginning', 'god', 'created', 'the', 'heavens', 'and', 'the', 'earth']"
254,Now the earth was formless and empty. Darkness was on the surface of the deep. God''s Spirit was hovering over the surface of the waters.,ምድሪ ድማ በረኻን ጥራያን ነበረት፡ ጸልማት ከኣ ኣብ ልዕሊ መዓሙቕ ነበረ። መንፈስ ኣምላኽ ድማ ኣብ ልዕሊ ማያት ይዝምቢ ነበረ።,"['ምድሪ', 'ድማ', 'በረኻን', 'ጥራያን', 'ነበረት', 'ጸልማት', 'ከኣ', 'ኣብ', 'ልዕሊ', 'መዓሙቕ', 'ነበረ', 'መንፈስ', 'ኣምላኽ', 'ድማ', 'ኣብ', 'ልዕሊ', 'ማያት', 'ይዝምቢ', 'ነበረ']","['now', 'the', 'earth', 'was', 'formless', 'and', 'empty', 'darkness', 'was', 'on', 'the', 'surface', 'of', 'the', 'deep', ""god''s"", 'spirit', 'was', 'hovering', 'over', 'the', 'surface', 'of', 'the', 'waters']"
255,"God said, ""Let there be light,"" and there was light.",ኣምላኽ ከኣ፥ ብርሃን ይኹን፡ በለ። ብርሃን ድማ ዀነ።,"['ኣምላኽ', 'ከኣ', 'ብርሃን', 'ይኹን', 'በለ', 'ብርሃን', 'ድማ', 'ዀነ']","['god', 'said', '""let', 'there', 'be', 'light,""', 'and', 'there', 'was', 'light']"
256,"God saw the light, and saw that it was good. God divided the light from the darkness.",ኣምላኽ ድማ እቲ ብርሃን ጽቡቕ ከም ዝዀነ ረኣየ። ኣምላኽ ከኣ ነቲ ብርሃን ካብ ጸልማት ፈለዮ።,"['ኣምላኽ', 'ድማ', 'እቲ', 'ብርሃን', 'ጽቡቕ', 'ከም', 'ዝዀነ', 'ረኣየ', 'ኣምላኽ', 'ከኣ', 'ነቲ', 'ብርሃን', 'ካብ', 'ጸልማት', 'ፈለዮ']","['god', 'saw', 'the', 'light', 'and', 'saw', 'that', 'it', 'was', 'good', 'god', 'divided', 'the', 'light', 'from', 'the', 'darkness']"
257,"God called the light Day, and the darkness he called Night. There was evening and there was morning, one day.",ኣምላኽ ነቲ ብርሃን መዓልቲ ኣውጽኣሉ። ነቲ ጸልማት ከኣ ለይቲ ኣውጽኣሉ። ምሸት ኰነ ብጊሓትውን ኰነ፡ ሓንቲ መዓልቲ።,"['ኣምላኽ', 'ነቲ', 'ብርሃን', 'መዓልቲ', 'ኣውጽኣሉ', 'ነቲ', 'ጸልማት', 'ከኣ', 'ለይቲ', 'ኣውጽኣሉ', 'ምሸት', 'ኰነ', 'ብጊሓትውን', 'ኰነ', 'ሓንቲ', 'መዓልቲ']","['god', 'called', 'the', 'light', 'day', 'and', 'the', 'darkness', 'he', 'called', 'night', 'there', 'was', 'evening', 'and', 'there', 'was', 'morning', 'one', 'day']"
258,"God said, ""Let there be an expanse in the middle of the waters, and let it divide the waters from the waters.""",ኣምላኽ ድማ፥ ንማያት ካብ ማያት ዝፈሊ ጠፈር ኣብ መንጎ ማያት ይኹን፡ በለ።,"['ኣምላኽ', 'ድማ', 'ንማያት', 'ካብ', 'ማያት', 'ዝፈሊ', 'ጠፈር', 'ኣብ', 'መንጎ', 'ማያት', 'ይኹን', 'በለ']","['god', 'said', '""let', 'there', 'be', 'an', 'expanse', 'in', 'the', 'middle', 'of', 'the', 'waters', 'and', 'let', 'it', 'divide', 'the', 'waters', 'from', 'the', 'waters.""']"
259,"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse; and it was so.",ኣምላኽ ነቲ ጠፈር ገበሮ። ነቲ ኣብ ትሕቲ ጠፈር ዘሎ ማያት ድማ ኻብቲ ኣብ ልዕሊ ጠፈር ዘሎ ማያት ፈለዮ፡ ከምኡውን ኰነ።,"['ኣምላኽ', 'ነቲ', 'ጠፈር', 'ገበሮ', 'ነቲ', 'ኣብ', 'ትሕቲ', 'ጠፈር', 'ዘሎ', 'ማያት', 'ድማ', 'ኻብቲ', 'ኣብ', 'ልዕሊ', 'ጠፈር', 'ዘሎ', 'ማያት', 'ፈለዮ', 'ከምኡውን', 'ኰነ']","['god', 'made', 'the', 'expanse', 'and', 'divided', 'the', 'waters', 'which', 'were', 'under', 'the', 'expanse', 'from', 'the', 'waters', 'which', 'were', 'above', 'the', 'expanse', 'and', 'it', 'was', 'so']"
260,"God called the expanse sky. There was evening and there was morning, a second day.",ኣምላኽ ከኣ ነቲ ጠፈር ሰማይ ኣውጽኣሉ። ምሸት ኰነ ብጊሓትውን ኰነ፡ ካልአይቲ መዓልቲ።,"['ኣምላኽ', 'ከኣ', 'ነቲ', 'ጠፈር', 'ሰማይ', 'ኣውጽኣሉ', 'ምሸት', 'ኰነ', 'ብጊሓትውን', 'ኰነ', 'ካልአይቲ', 'መዓልቲ']","['god', 'called', 'the', 'expanse', 'sky', 'there', 'was', 'evening', 'and', 'there', 'was', 'morning', 'a', 'second', 'day']"
261,"God said, ""Let the waters under the sky be gathered together to one place, and let the dry land appear;"" and it was so.",ኣምላኽ ድማ፥ እቲ ንቑጽ ምእንቲ ኺርኤስ፡ እቲ ኣብ ትሕቲ ሰማይ ዘሎ ማያት ናብ ሓንቲ ቦታ ይተኣከብ፡ በለ። ከምኡ ድማ ዀነ።,"['ኣምላኽ', 'ድማ', 'እቲ', 'ንቑጽ', 'ምእንቲ', 'ኺርኤስ', 'እቲ', 'ኣብ', 'ትሕቲ', 'ሰማይ', 'ዘሎ', 'ማያት', 'ናብ', 'ሓንቲ', 'ቦታ', 'ይተኣከብ', 'በለ', 'ከምኡ', 'ድማ', 'ዀነ']","['god', 'said', '""let', 'the', 'waters', 'under', 'the', 'sky', 'be', 'gathered', 'together', 'to', 'one', 'place', 'and', 'let', 'the', 'dry', 'land', 'appear;""', 'and', 'it', 'was', 'so']"
262,"God called the dry land Earth, and the gathering together of the waters he called Seas. God saw that it was good.",ኣምላኽ ከኣ ነቲ ንቑጽ ምድሪ ኣውጽኣሉ፡ ነቲ እኩብ ማያት ድማ ባሕሪ ኣውጽኣሉ። ኣምላኽ ከኣ ጽቡቕ ከም ዝዀነ ረኣየ።,"['ኣምላኽ', 'ከኣ', 'ነቲ', 'ንቑጽ', 'ምድሪ', 'ኣውጽኣሉ', 'ነቲ', 'እኩብ', 'ማያት', 'ድማ', 'ባሕሪ', 'ኣውጽኣሉ', 'ኣምላኽ', 'ከኣ', 'ጽቡቕ', 'ከም', 'ዝዀነ', 'ረኣየ']","['god', 'called', 'the', 'dry', 'land', 'earth', 'and', 'the', 'gathering', 'together', 'of', 'the', 'waters', 'he', 'called', 'seas', 'god', 'saw', 'that', 'it', 'was', 'good']"
263,The whole earth was of one language and of one speech.,ኣምላኽ ድማ፥ እታ ምድሪ ሳዕርን ዘርኢ ዚህብ ብቑልን፡ ዘርኡ ኣብ ርእሱ ዘለዎ፡ ፍረ ከከም ዓይነቱ ኣብ ምድሪ ዚፈሪ ኦም ተውጽእ፡ በለ። ከምኡ ድማ ዀነ።,"['ኣምላኽ', 'ድማ', 'እታ', 'ምድሪ', 'ሳዕርን', 'ዘርኢ', 'ዚህብ', 'ብቑልን', 'ዘርኡ', 'ኣብ', 'ርእሱ', 'ዘለዎ', 'ፍረ', 'ከከም', 'ዓይነቱ', 'ኣብ', 'ምድሪ', 'ዚፈሪ', 'ኦም', 'ተውጽእ', 'በለ', 'ከምኡ', 'ድማ', 'ዀነ']","['the', 'whole', 'earth', 'was', 'of', 'one', 'language', 'and', 'of', 'one', 'speech']"
264,"It happened, as they traveled east, that they found a plain in the land of Shinar, and they lived there.",እታ ምድሪ ሳዕርን ከከም ዓይነቱ ዘርኢ ዚህብ ብቑልን፡ ዘርኡ ኣብ ርእሱ ዘለዎ ፍረ ዚፈሪ ኣእዋም ከኣ ኣውጽኤት። ኣምላኽ ድማ ጽቡቕ ከም ዝዀነ ረኣየ።,"['እታ', 'ምድሪ', 'ሳዕርን', 'ከከም', 'ዓይነቱ', 'ዘርኢ', 'ዚህብ', 'ብቑልን', 'ዘርኡ', 'ኣብ', 'ርእሱ', 'ዘለዎ', 'ፍረ', 'ዚፈሪ', 'ኣእዋም', 'ከኣ', 'ኣውጽኤት', 'ኣምላኽ', 'ድማ', 'ጽቡቕ', 'ከም', 'ዝዀነ', 'ረኣየ']","['it', 'happened', 'as', 'they', 'traveled', 'east', 'that', 'they', 'found', 'a', 'plain', 'in', 'the', 'land', 'of', 'shinar', 'and', 'they', 'lived', 'there']"
265,"They said one to another, ""Come, let''s make bricks, and burn them thoroughly."" They had brick for stone, and they used tar for mortar.",ምሸት ኰነ ብጊሓትውን ኰነ፡ ሳልሰይቲ መዓልቲ።,"['ምሸት', 'ኰነ', 'ብጊሓትውን', 'ኰነ', 'ሳልሰይቲ', 'መዓልቲ']","['they', 'said', 'one', 'to', 'another', '""come', ""let''s"", 'make', 'bricks', 'and', 'burn', 'them', 'thoroughly.""', 'they', 'had', 'brick', 'for', 'stone', 'and', 'they', 'used', 'tar', 'for', 'mortar']"
266,"They said, ""Come, let''s build ourselves a city, and a tower whose top reaches to the sky, and let''s make ourselves a name, lest we be scattered abroad on the surface of the whole earth.""",ኣምላኽ ድማ፤ ንመዓልቲ ኻብ ለይቲ ዚፈልዩ ብርሃናት ኣብ ጠፈር ሰማይ ይኹኑ፡ ንዘበናትን ንመዓልትታትን ዓመታትን ከኣ ንመፈለጥታ ይኹኑ።,"['ኣምላኽ', 'ድማ', 'ንመዓልቲ', 'ኻብ', 'ለይቲ', 'ዚፈልዩ', 'ብርሃናት', 'ኣብ', 'ጠፈር', 'ሰማይ', 'ይኹኑ', 'ንዘበናትን', 'ንመዓልትታትን', 'ዓመታትን', 'ከኣ', 'ንመፈለጥታ', 'ይኹኑ']","['they', 'said', '""come', ""let''s"", 'build', 'ourselves', 'a', 'city', 'and', 'a', 'tower', 'whose', 'top', 'reaches', 'to', 'the', 'sky', 'and', ""let''s"", 'make', 'ourselves', 'a', 'name', 'lest', 'we', 'be', 'scattered', 'abroad', 'on', 'the', 'surface', 'of', 'the', 'whole', 'earth.""']"
267,"Yahweh came down to see the city and the tower, which the children of men built.",ኣብ ምድሪ ንምብራህ ኣብ ጠፈር ሰማይ ብርሃናት ይኹን፡ በለ። ከምኡ ድማ ዀነ።,"['ኣብ', 'ምድሪ', 'ንምብራህ', 'ኣብ', 'ጠፈር', 'ሰማይ', 'ብርሃናት', 'ይኹን', 'በለ', 'ከምኡ', 'ድማ', 'ዀነ']","['yahweh', 'came', 'down', 'to', 'see', 'the', 'city', 'and', 'the', 'tower', 'which', 'the', 'children', 'of', 'men', 'built']"
268,"Yahweh said, ""Behold, they are one people, and they have all one language, and this is what they begin to do. Now nothing will be withheld from them, which they intend to do.",ኣምላኽ ከኣ ኽልተ ዓበይቲ ብርሃናት ገበረ፥ እቲ ዓብዪ ብርሃን ብመዓልቲ ኺስልጥን፡ እቲ ንእሽቶ ብርሃን ድማ ብለይቲ ኺስልጥን፡ ከዋኽብቲውን ገበረ።,"['ኣምላኽ', 'ከኣ', 'ኽልተ', 'ዓበይቲ', 'ብርሃናት', 'ገበረ', 'እቲ', 'ዓብዪ', 'ብርሃን', 'ብመዓልቲ', 'ኺስልጥን', 'እቲ', 'ንእሽቶ', 'ብርሃን', 'ድማ', 'ብለይቲ', 'ኺስልጥን', 'ከዋኽብቲውን', 'ገበረ']","['yahweh', 'said', '""behold', 'they', 'are', 'one', 'people', 'and', 'they', 'have', 'all', 'one', 'language', 'and', 'this', 'is', 'what', 'they', 'begin', 'to', 'do', 'now', 'nothing', 'will', 'be', 'withheld', 'from', 'them', 'which', 'they', 'intend', 'to', 'do']"
269,BLANK,17-18,['17-18'],['blank']
270,BLANK,ኣብ ልዕሊ ምድሪ ምእንቲ ኼብርሁ፡ ኣብ መዓልትን ኣብ ለይትን ድማ ኪስልጥኑ፡ ንብርሃንውን ካብ ጸልማት ኪፈልዩ፡ ኣምላኽ ኣብ ጠፈር ሰማይ ገበሮም። ኣምላኽ ድማ ጽቡቕ ከም ዝዀነ ረኣየ።,"['ኣብ', 'ልዕሊ', 'ምድሪ', 'ምእንቲ', 'ኼብርሁ', 'ኣብ', 'መዓልትን', 'ኣብ', 'ለይትን', 'ድማ', 'ኪስልጥኑ', 'ንብርሃንውን', 'ካብ', 'ጸልማት', 'ኪፈልዩ', 'ኣምላኽ', 'ኣብ', 'ጠፈር', 'ሰማይ', 'ገበሮም', 'ኣምላኽ', 'ድማ', 'ጽቡቕ', 'ከም', 'ዝዀነ', 'ረኣየ']",['blank']
